category	subcategory	title
Category:Subfields of physics	Category:Nuclear physics	Doubly labeled water
Category:Subfields of physics	Category:Nuclear physics	Island of stability
Category:Subfields of physics	Category:Nuclear physics	Isotope electrochemistry
Category:Subfields of physics	Category:Nuclear physics	Facility for Rare Isotope Beams
Category:Subfields of physics	Category:Nuclear physics	Isotopic analysis by nuclear magnetic resonance
Category:Subfields of physics	Category:Nuclear physics	Isotopic signature
Category:Subfields of physics	Category:Nuclear physics	Isotopic labeling
Category:Subfields of physics	Category:Nuclear physics	Magic number (physics)
Category:Subfields of physics	Category:Nuclear physics	Nucleogenic
Category:Subfields of physics	Category:Nuclear physics	Radionuclide
Category:Subfields of physics	Category:Nuclear physics	Radiopharmaceutical
Category:Subfields of physics	Category:Nuclear physics	Valley of stability
Category:Subfields of physics	Category:Nuclear physics	Actinides in the environment
Category:Subfields of physics	Category:Nuclear physics	Atomic nucleus
Category:Subfields of physics	Category:Nuclear physics	Charge radius
Category:Subfields of physics	Category:Nuclear physics	Common beta emitters
Category:Subfields of physics	Category:Nuclear physics	Commonly used gamma-emitting isotopes
Category:Subfields of physics	Category:Nuclear physics	Cosmogenic nuclide
Category:Subfields of physics	Category:Nuclear physics	Coulomb barrier
Category:Subfields of physics	Category:Nuclear physics	Criticality (status)
Category:Subfields of physics	Category:Nuclear physics	Discovery of nuclear fission
Category:Subfields of physics	Category:Nuclear physics	Electron capture
Category:Subfields of physics	Category:Nuclear physics	Facility for Rare Isotope Beams
Category:Subfields of physics	Category:Nuclear physics	Nuclear fallout
Category:Subfields of physics	Category:Nuclear physics	Fission products (by element)
Category:Subfields of physics	Category:Nuclear physics	FLiNaK
Category:Subfields of physics	Category:Nuclear physics	Long-lived fission product
Category:Subfields of physics	Category:Nuclear physics	Nuclear binding energy
Category:Subfields of physics	Category:Nuclear physics	Nuclear fallout effects on an ecosystem
Category:Subfields of physics	Category:Nuclear physics	Nuclear fission
Category:Subfields of physics	Category:Nuclear physics	Nuclear fission product
Category:Subfields of physics	Category:Nuclear physics	Nuclear fuel
Category:Subfields of physics	Category:Nuclear physics	Behavior of nuclear fuel during a reactor accident
Category:Subfields of physics	Category:Nuclear physics	Nuclear fusion
Category:Subfields of physics	Category:Nuclear physics	Nuclear magnetic resonance spectroscopy
Category:Subfields of physics	Category:Nuclear physics	Nuclear reaction
Category:Subfields of physics	Category:Nuclear physics	Nuclear transmutation
Category:Subfields of physics	Category:Nuclear physics	Photofission
Category:Subfields of physics	Category:Nuclear physics	Post Irradiation Examination
Category:Subfields of physics	Category:Nuclear physics	Radioanalytical chemistry
Category:Subfields of physics	Category:Nuclear physics	Radiochemistry
Category:Subfields of physics	Category:Nuclear physics	Radionuclide
Category:Subfields of physics	Category:Nuclear physics	Radium and radon in the environment
Category:Subfields of physics	Category:Nuclear physics	Residual chemical shift anisotropy
Category:Subfields of physics	Category:Nuclear physics	Semi-empirical mass formula
Category:Subfields of physics	Category:Nuclear physics	Ternary fission
Category:Subfields of physics	Category:Nuclear physics	Thorium fuel cycle
Category:Subfields of physics	Category:Nuclear physics	Safety code (nuclear reactor)
Category:Subfields of physics	Category:Nuclear physics	Nuclear fusion
Category:Subfields of physics	Category:Nuclear physics	Alpha process
Category:Subfields of physics	Category:Nuclear physics	ARC fusion reactor
Category:Subfields of physics	Category:Nuclear physics	Bubble fusion
Category:Subfields of physics	Category:Nuclear physics	Cold fusion
Category:Subfields of physics	Category:Nuclear physics	Colliding beam fusion
Category:Subfields of physics	Category:Nuclear physics	Coulomb barrier
Category:Subfields of physics	Category:Nuclear physics	Direct energy conversion
Category:Subfields of physics	Category:Nuclear physics	Helion Energy
Category:Subfields of physics	Category:Nuclear physics	Nuclear fusion–fission hybrid
Category:Subfields of physics	Category:Nuclear physics	Fusion ignition
Category:Subfields of physics	Category:Nuclear physics	ISTTOK
Category:Subfields of physics	Category:Nuclear physics	Madison Symmetric Torus
Category:Subfields of physics	Category:Nuclear physics	Nuclear binding energy
Category:Subfields of physics	Category:Nuclear physics	Pegasus Toroidal Experiment
Category:Subfields of physics	Category:Nuclear physics	Solar neutrino
Category:Subfields of physics	Category:Nuclear physics	TAE Technologies
Category:Subfields of physics	Category:Nuclear physics	Tokamak à configuration variable
Category:Subfields of physics	Category:Nuclear physics	Triple-alpha process
Category:Subfields of physics	Category:Nuclear physics	Nuclear magnetic resonance
Category:Subfields of physics	Category:Nuclear physics	Nuclear magnetic resonance crystallography
Category:Subfields of physics	Category:Nuclear physics	Aromatic ring current
Category:Subfields of physics	Category:Nuclear physics	Arterial spin labelling
Category:Subfields of physics	Category:Nuclear physics	Athinoula A. Martinos Center for Biomedical Imaging
Category:Subfields of physics	Category:Nuclear physics	Albert Attalla
Category:Subfields of physics	Category:Nuclear physics	Ad Bax
Category:Subfields of physics	Category:Nuclear physics	Bloch equations
Category:Subfields of physics	Category:Nuclear physics	Felix Bloch
Category:Subfields of physics	Category:Nuclear physics	Carbon-13 nuclear magnetic resonance
Category:Subfields of physics	Category:Nuclear physics	Carbon-13 NMR satellite
Category:Subfields of physics	Category:Nuclear physics	Chemical shift index
Category:Subfields of physics	Category:Nuclear physics	CIDNP
Category:Subfields of physics	Category:Nuclear physics	G. Marius Clore
Category:Subfields of physics	Category:Nuclear physics	Cobalt-59 nuclear magnetic resonance
Category:Subfields of physics	Category:Nuclear physics	Collaborative Computing Project for NMR
Category:Subfields of physics	Category:Nuclear physics	Deuterated chloroform
Category:Subfields of physics	Category:Nuclear physics	Deuterium NMR
Category:Subfields of physics	Category:Nuclear physics	Dynamic nuclear polarization
Category:Subfields of physics	Category:Nuclear physics	Earth's field NMR
Category:Subfields of physics	Category:Nuclear physics	Electric field NMR
Category:Subfields of physics	Category:Nuclear physics	Richard R. Ernst
Category:Subfields of physics	Category:Nuclear physics	Fluorine-19 nuclear magnetic resonance spectroscopy
Category:Subfields of physics	Category:Nuclear physics	Free induction decay
Category:Subfields of physics	Category:Nuclear physics	Functional magnetic resonance spectroscopy of the brain
Category:Subfields of physics	Category:Nuclear physics	Gradient enhanced NMR spectroscopy
Category:Subfields of physics	Category:Nuclear physics	Günther Laukien Prize
Category:Subfields of physics	Category:Nuclear physics	Gyromagnetic ratio
Category:Subfields of physics	Category:Nuclear physics	Helium-3 nuclear magnetic resonance
Category:Subfields of physics	Category:Nuclear physics	Hyperpolarization (physics)
Category:Subfields of physics	Category:Nuclear physics	Insensitive nuclei enhanced by polarization transfer
Category:Subfields of physics	Category:Nuclear physics	Isotopic analysis by nuclear magnetic resonance
Category:Subfields of physics	Category:Nuclear physics	J-coupling
Category:Subfields of physics	Category:Nuclear physics	Karplus equation
Category:Subfields of physics	Category:Nuclear physics	Larmor precession
Category:Subfields of physics	Category:Nuclear physics	Paul Lauterbur
Category:Subfields of physics	Category:Nuclear physics	Low field nuclear magnetic resonance
Category:Subfields of physics	Category:Nuclear physics	Magic angle spinning
Category:Subfields of physics	Category:Nuclear physics	Magnetic dipole–dipole interaction
Category:Subfields of physics	Category:Nuclear physics	Magnetic inequivalence
Category:Subfields of physics	Category:Nuclear physics	Magnetic resonance force microscopy
Category:Subfields of physics	Category:Nuclear physics	Magnetization transfer
Category:Subfields of physics	Category:Nuclear physics	Magnetometer
Category:Subfields of physics	Category:Nuclear physics	Peter Mansfield
Category:Subfields of physics	Category:Nuclear physics	Ann McDermott
Category:Subfields of physics	Category:Nuclear physics	Microcoil
Category:Subfields of physics	Category:Nuclear physics	Motional narrowing
