source	target
Megadiverse countries	Biodiversity hotspot
MTOR	STAT3
Spin structure	Calabi–Yau manifold
Spin structure	Complex manifold
N-Acetylglucosamine	N-Acetylmuramic acid
Strongly correlated material	Quantum materials
Neural oscillation	FitzHugh–Nagumo model
Neural oscillation	Depolarization
Neural oscillation	Intermuscular coherence
Neural oscillation	Electroencephalography
Neural oscillation	Neurophysiological Biomarker Toolbox
Trihexagonal tiling	John Horton Conway
Fermi–Pasta–Ulam–Tsingou problem	Newton's laws of motion
Hamiltonian lattice gauge theory	Lie group
Bell's spaceship paradox	Richard Feynman
Bell's spaceship paradox	Physical paradox
Internal ribosome entry site	Receptor (biochemistry)
Blastema	RNA interference
HERA-B	Large Hadron Collider
Einstein synchronisation	Henri Poincaré
Einstein synchronisation	Henri Poincaré
Inbreeding depression	Charles Darwin
Inbreeding depression	Genetic diversity
Inbreeding depression	Population genetics
Nonimaging optics	Three-dimensional space
Nonimaging optics	Hamiltonian mechanics
Path integration	Charles Darwin
Path integration	Animal navigation
Gamma matrices	Pauli matrices
Gamma matrices	Pauli matrices
Gamma matrices	Bispinor
Gamma matrices	Pauli matrices
Gamma matrices	Pauli matrices
Gamma matrices	Pauli matrices
Klein geometry	Erlangen program
Klein geometry	Lie group
Klein geometry	Erlangen program
Klein geometry	Lie group
Klein geometry	Conformal geometry
Computational finance	Mathematical finance
Spin connection	Lie group
Spin connection	Torsion tensor
Error threshold (evolution)	Hamming distance
Dissection problem	Ball (mathematics)
Dissection problem	Banach–Tarski paradox
Neuropsychopharmacology	Positron emission tomography
Neuropsychopharmacology	Receptor (biochemistry)
Neuropsychopharmacology	Biochemical cascade
Neuropsychopharmacology	Protein biosynthesis
Neuropsychopharmacology	RNA polymerase
Neurotransmission	Receptor (biochemistry)
Neurotransmission	Electrophysiology
Neurotransmission	G protein-coupled receptor
Monopolin	CSM1
Separatrix (mathematics)	Hamiltonian mechanics
Dihedral symmetry in three dimensions	Coxeter notation
Dihedral symmetry in three dimensions	Coxeter notation
RF antenna ion source	Ion source
Electromagnetic wave equation	Permeability (electromagnetism)
Electromagnetic wave equation	General relativity
Electromagnetic wave equation	X-ray crystallography
Electromagnetic wave equation	Black-body radiation
Cyclic symmetry in three dimensions	Coxeter notation
Cyclic symmetry in three dimensions	Coxeter notation
Cyclic symmetry in three dimensions	Harold Scott MacDonald Coxeter
Epithelial–mesenchymal transition	Desmosome
Quantum calculus	Derivative
Kuramoto model	Hamiltonian mechanics
Kuramoto model	Heteroclinic cycle
Kuramoto model	Master stability function
Plesiomorphy and symplesiomorphy	Synapomorphy and apomorphy
Rejuvenation	Protein
Rejuvenation	Maximum life span
Lefschetz zeta function	Artin–Mazur zeta function
Lefschetz zeta function	Artin–Mazur zeta function
Scalar boson	Large Hadron Collider
Scalar boson	Scalar field theory
Scalar boson	Vector boson
Gauge covariant derivative	Lie group
Gauge covariant derivative	Coleman–Mandula theorem
Gauge covariant derivative	Lie group
Gauge covariant derivative	Lie group
Gauge covariant derivative	Pauli matrices
Epidermis (botany)	Cork cambium
Direct simulation Monte Carlo	Boltzmann equation
Direct simulation Monte Carlo	Boltzmann equation
Direct simulation Monte Carlo	OpenFOAM
Molecular chaos	Loschmidt's paradox
Outer billiard	Complex manifold
Outer billiard	Roger Penrose
Beam emittance	Beta function (accelerator physics)
Beam emittance	Quadrupole magnet
Johnjoe McFadden	Quantum Aspects of Life
Penrose graphical notation	Roger Penrose
Penrose graphical notation	Matrix product state
Distribution (differential geometry)	Hamiltonian mechanics
Distribution (differential geometry)	Poisson bracket
Distribution (differential geometry)	Lie group
Global Biodiversity Information Facility	Ebbe Nielsen Prize
Hodgkin–Huxley model	Boltzmann equation
Hodgkin–Huxley model	FitzHugh–Nagumo model
Hodgkin–Huxley model	Biological neuron model
Hodgkin–Huxley model	FitzHugh–Nagumo model
Hodgkin–Huxley model	GHK flux equation
Hodgkin–Huxley model	Neural accommodation
Hodgkin–Huxley model	Theta model
Synapsis	Genetic recombination
Synapsis	DNA damage (naturally occurring)
Weierstrass–Enneper parameterization	Costa's minimal surface
Weierstrass–Enneper parameterization	Costa's minimal surface
Cauchy's equation	Augustin-Louis Cauchy
Cauchy's equation	Sellmeier equation
Cauchy's equation	Sellmeier equation
Electric discharge	Townsend discharge
Electric discharge	Townsend discharge
Electric discharge	Lichtenberg figure
Electric discharge	Space charge
Particle shower	Compton scattering
General selection model	Population genetics
Richard Levins	Charles Darwin
Zeta function regularization	Minakshisundaram–Pleijel zeta function
Zeta function regularization	Analytic torsion
Zeta function regularization	Minakshisundaram–Pleijel zeta function
Zeta function regularization	Zeta function (operator)
Maximum entropy thermodynamics	Aristotle
Maximum entropy thermodynamics	Loschmidt's paradox
Maximum entropy thermodynamics	Second law of thermodynamics
Spin-½	Pauli matrices
Gelfand pair	Hecke algebra of a finite group
Gelfand pair	Lie group
Gelfand pair	Lie group
Class number formula	Gauss circle problem
Current (mathematics)	Stokes' theorem
Hydathode	Epidermis (botany)
Finite potential well	Potential well
Bosonization	Sine-Gordon equation
Bosonization	Dirac sea
Helicity (particle physics)	Wigner's classification
Helicity (particle physics)	Pauli–Lubanski pseudovector
Alexander Gurwitsch	Histology
Spatial frequency	Sine wave
Hamiltonian fluid mechanics	Hamiltonian mechanics
Hamiltonian fluid mechanics	Poisson bracket
Hamiltonian fluid mechanics	Hamiltonian field theory
Dirac equation in the algebra of physical space	Pauli matrices
Nuclear binding energy	Electromagnetism
Gibbs state	Josiah Willard Gibbs
Mesh generation	Three-dimensional space
Mesh generation	Electromagnetism
Crystal growth	Josiah Willard Gibbs
Three-dimensional space	Ball (mathematics)
Three-dimensional space	Stokes' theorem
Control variates	Antithetic variates
Hyaline	Protein
Stem-cell line	Immortalised cell line
Theta wave	Neurophysiological Biomarker Toolbox
Stuart Newman	Canalisation (genetics)
Semi-differentiability	Poisson bracket
Semi-differentiability	Derivative
Semi-differentiability	Directional derivative
Topological order	Spontaneous symmetry breaking
Topological order	Spontaneous symmetry breaking
Topological order	Spontaneous symmetry breaking
Topological order	AKLT model
Topological order	Topological quantum field theory
Common beta emitters	Commonly used gamma-emitting isotopes
Lancelot Hogben	Alfred Russel Wallace
Tight binding	Quantum superposition
Tight binding	Linear combination of atomic orbitals
Tight binding	Perturbation theory (quantum mechanics)
Vascular tissue	Cork cambium
1,3-Bisphosphoglyceric acid	Committed step
1,3-Bisphosphoglyceric acid	Glycolysis
Bioelectromagnetics	Bioelectrochemistry
Bioelectromagnetics	Bioelectrodynamics
Bioelectromagnetics	Electroencephalography
Bioelectromagnetics	Electrophysiology
Parallelizable manifold	Lie group
Parallelizable manifold	Raoul Bott
Parallelizable manifold	Principal bundle
Hermitian function	Non-Hermitian quantum mechanics
Landauer's principle	Jarzynski equality
Grassmann number	Path integral formulation
Feigenbaum function	Universality (dynamical systems)
Instantaneous phase and frequency	Argument (complex analysis)
Instantaneous phase and frequency	Argument (complex analysis)
Instantaneous phase and frequency	Argument (complex analysis)
Dual curve	Hamiltonian mechanics
Outbreeding depression	Genetic recombination
Outbreeding depression	Heterozygote advantage
Hadwiger–Nelson problem	Graph theory
Human gastrointestinal microbiota	Flora (microbiology)
Human gastrointestinal microbiota	Synbiotics
Human gastrointestinal microbiota	Inflammation
Human gastrointestinal microbiota	Skin flora
The Anatomy Lesson of Dr. Nicolaes Tulp	Anatomy
Schur polynomial	Littlewood–Richardson rule
Schur polynomial	Littlewood–Richardson rule
Schur polynomial	Lie group
Schur polynomial	Littlewood–Richardson rule
Generator (mathematics)	Lie group
Generator (mathematics)	Lie group
Hyperbolic group	Space group
Pseudopeptidoglycan	N-Acetylmuramic acid
David Chilton Phillips	X-ray crystallography
Analytic manifold	Complex manifold
Silencer (genetics)	RNA polymerase
Tubular neighborhood	Poincaré space
Tubular neighborhood	Parallel curve
Start codon	Messenger RNA
Neuron doctrine	Camillo Golgi
DNA-binding domain	Genetic recombination
Electron scattering	Proper time
Spin density wave	Electric susceptibility
Spin density wave	Peierls transition
Bragg plane	X-ray crystallography
Bragg plane	Bravais lattice
Bragg plane	X-ray crystallography
Bragg plane	Reciprocal lattice
Bragg plane	Bravais lattice
Edward Bagnall Poulton	George Rolleston
Edward Bagnall Poulton	Charles Darwin
Edward Bagnall Poulton	Lamarckism
Edward Bagnall Poulton	Theodosius Dobzhansky
Edward Bagnall Poulton	Alfred Russel Wallace
Bergman space	Norm (mathematics)
Abraham–Lorentz force	Surface-enhanced Raman spectroscopy
Abraham–Lorentz force	Synchrotron radiation
Abraham–Lorentz force	Magnetic radiation reaction force
Charmed baryon	BaBar experiment
Charmed baryon	BaBar experiment
Pharyngeal arch	Mucous membrane
Odoardo Beccari	Charles Darwin
Photodissociation	First quantization
DACAPO	Density functional theory
RNA polymerase III	RNA polymerase
Phosphoinositide phospholipase C	G protein-coupled receptor
Phosphoinositide phospholipase C	X-ray crystallography
Post-transcriptional modification	RNA editing
Post-transcriptional modification	RNA-Seq
Toda lattice	Soliton
Lev Berg	Charles Darwin
Lev Berg	Genetic diversity
Lev Berg	Lamarckism
Fibered manifold	Jean-Pierre Serre
Copy-number variation	Comparative genomic hybridization
Copy-number variation	Genetic recombination
Systems ecology	Ecosystem ecology
Papanicolaou stain	Diff-Quik
Thermodynamic process	Thermal expansion
Thermodynamic process	Metastability
Thermodynamic process	Flow process
Thermodynamic cycle	Isenthalpic process
Twelvefold way	Surjective function
Twelvefold way	Bell number
Thermal desorption	Volatility (chemistry)
Impact ionization	Electron hole
Geometric graph theory	Hamming distance
Carbon-13 nuclear magnetic resonance	J-coupling
Cauchy stress tensor	Augustin-Louis Cauchy
Cauchy stress tensor	Newton's laws of motion
Cauchy stress tensor	Voigt notation
Entropy in thermodynamics and information theory	Jarzynski equality
Debye–Waller factor	Fermi's golden rule
Debye–Waller factor	Poisson summation formula
Debye–Waller factor	Laue equations
Debye–Waller factor	Thermal ellipsoid
Ballistic conduction	Newton's laws of motion
Ballistic conduction	Electron hole
Ballistic conduction	Fermi's golden rule
Social neuroscience	Hormone
Microbial intelligence	Metagenomics
Microbial intelligence	Stigmergy
Paul Émile Appell	Henri Poincaré
Nonsense-mediated decay	MRNA surveillance
Nonsense-mediated decay	P-bodies
Nonsense-mediated decay	Non-stop decay
Algebraic connectivity	Graph property
Thomae's function	John Horton Conway
Thomae's function	Hurwitz's theorem (number theory)
Gravitational interaction of antimatter	Dirac hole theory
Routhian mechanics	Hamiltonian mechanics
Routhian mechanics	Hamiltonian mechanics
Routhian mechanics	Hamiltonian mechanics
Metabolic network modelling	Metabolic control analysis
Metabolic network modelling	Metabolic network
Metabolic network modelling	Metagenomics
Microscopic reversibility	Newton's laws of motion
Microscopic reversibility	Boltzmann equation
Callan–Symanzik equation	Correlation function (quantum field theory)
Callan–Symanzik equation	Perturbation theory (quantum mechanics)
Coordinate time	Event (relativity)
Coordinate time	Three-dimensional space
Coordinate time	Einstein synchronisation
Coordinate time	Einstein synchronisation
Atomic packing factor	Packing density
Atomic packing factor	Diamond cubic
Atomic packing factor	Packing density
Atomic packing factor	Diamond cubic
D-module	Verdier duality
Coalescent theory	Genetic recombination
Størmer's theorem	Pell's equation
Regulator gene	RNA polymerase
Regulator gene	RNA polymerase
Regulator gene	Messenger RNA
Regulator gene	ChIP-on-chip
Bay Area Biosystematists	Theodosius Dobzhansky
Event generator	Automatic calculation of particle interaction or decay
Event generator	Large Hadron Collider
Local system	Twisted Poincaré duality
Local system	D-module
Gene product	Messenger RNA
Gene product	RNA interference
Rencontres numbers	Bell number
John Brookfield	Population genetics
John Brookfield	Charles Darwin
Congruum	Annulus (mathematics)
Centrosymmetry	Polar point group
Centrosymmetry	Chirality (mathematics)
Centrosymmetry	Polar point group
Centrosymmetry	Chirality (mathematics)
Centrosymmetry	Chirality (chemistry)
Multilateration	Propagation of uncertainty
Exhaustion by compact sets	Interior (topology)
Van der Waerden notation	Infeld–van der Waerden symbols
